id,unit_type,no_of_room,no_of_bed,no_of_bath,host_id,host_name,neighbourhood_group,neighbourhood,city,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,rating,license,is_new,calendar.count_demand,calendar.min_night,calendar.max_night
16826920,Guest suite , 1 bedroom , 1 bed , 1 bath,111969787,Patty,,West Point Grey,Vancouver ,49.25905,-123.19141,Entire home/apt,95,30,26,7/31/2022,0.31,1,0,4.85,Unlicense,N,353,30,365
16929381,Condo , 2 bedrooms , 2 beds , 2 baths,103785884,Shelley,,Downtown,Vancouver ,49.27716,-123.12927,Entire home/apt,199,3,44,2/27/2023,0.57,1,2,4.77,License,N,98,124.4693878,1125
16934327,Condo , 1 bedroom , 1 bed , 1 bath,25217605,Alexis,,Downtown,Vancouver ,49.27995,-123.10707,Entire home/apt,105,1,274,11/26/2023,3.33,1,45,4.83,License,N,204,1.269607843,1125
16947736,Rental unit , Studio , 1 bed , 1 shared bath,44222784,Luis,,Downtown,Vancouver ,49.27691,-123.12603,Private room,85,3,197,12/1/2023,2.36,1,27,4.9,License,N,356,3,31
16960121,Home , 4 bedrooms , 4 beds , 1.5 baths,84608877,Alexia,,Dunbar Southlands,Vancouver ,49.25649,-123.19513,Entire home/apt,650,7,8,8/8/2023,0.1,2,1,4.88,License,N,24,7,1125
16973311,Rental unit , 1 bedroom , 2 beds , 1 bath,6944647,Roberto,,Downtown,Vancouver ,49.2792118,-123.1214803,Entire home/apt,184,1,78,11/9/2023,7.72,1,78,4.85,License,N,280,1.007142857,1125
17075234,Condo , 1 bedroom , 1 bed , 1 bath,99778691,Jason,,Downtown,Vancouver ,49.27868,-123.10706,Entire home/apt,131,1,606,11/26/2023,7.37,1,124,4.74,License,N,355,1,1125
17195893,Home , 3 bedrooms , 3 beds , 2 baths,77267781,Albert,,Kensington-Cedar Cottage,Vancouver ,49.23653,-123.07922,Entire home/apt,330,7,103,9/21/2023,1.26,1,9,4.91,License,N,196,7,365
16458904,Condo , 2 bedrooms , 2 beds , 1 bath,107518606,Sean,,Killarney,Vancouver ,49.20686,-123.04706,Entire home/apt,231,30,0,null,0,1,0,0,Unlicense,null,0,0,0
17256037,Rental unit , 2 bedrooms , 2 beds , 2.5 baths,102554136,Bonnie,,West End,Vancouver ,49.28464,-123.12435,Entire home/apt,400,30,1,8/2/2023,0.22,3,1,0,Unlicense,null,42,30,1125
17282580,Loft , 1 bedroom , 1 bed , 1 bath,57153336,Armand,,Downtown Eastside,Vancouver ,49.27944,-123.09981,Entire home/apt,149,60,112,10/10/2023,1.37,1,8,4.48,License,N,239,60,1125
17302474,Rental unit , 1 bedroom , 1 bed , 2 shared baths,16308860,Lee,,Downtown,Vancouver ,49.27937,-123.10681,Private room,69,2,248,11/19/2023,3.08,2,45,4.73,License,N,340,2,1125
17331922,Rental unit , 2 bedrooms , 2 beds , 2 baths,16308860,Lee,,Downtown,Vancouver ,49.27796,-123.10868,Entire home/apt,100,2,67,10/5/2023,0.85,2,18,4.58,License,N,343,2,1125
17347671,Townhouse , 3 bedrooms , 3 beds , 2.5 baths,8924838,Sarah,,Downtown,Vancouver ,49.28807,-123.12398,Entire home/apt,174,1,491,12/3/2023,5.92,1,66,4.82,License,N,45,1,1125
17383030,Rental unit , 2 bedrooms , 3 beds , 1 bath,9625270,Odette,,Hastings-Sunrise,Vancouver ,49.28566,-123.05355,Entire home/apt,172,3,82,8/22/2023,1,1,6,4.82,License,N,43,3,1125
17404142,Home , 2 bedrooms , 3 beds , 1 bath,14301035,Maggie,,South Cambie,Vancouver ,49.25569,-123.12535,Entire home/apt,190,3,52,11/20/2023,0.63,1,8,4.75,License,N,208,3,1125
17404753,Rental unit , 2 bedrooms , 2 beds , 1 bath,117671909,Simon,,Kitsilano,Vancouver ,49.2669,-123.18265,Entire home/apt,220,30,60,6/9/2023,0.72,2,2,4.77,License,N,351,64.61538462,1124
17406661,Home , 3 bedrooms , 6 beds , 2 baths,45376768,Helen,,Kensington-Cedar Cottage,Vancouver ,49.25306,-123.07141,Entire home/apt,0,2,66,8/26/2019,0.81,1,0,5,License,N,365,2,1125
17408695,Rental unit , 1 bedroom , 1 bed , 1 bath,7762238,Rebekah,,Kitsilano,Vancouver ,49.26576295,-123.1759234,Entire home/apt,151,3,2,10/24/2023,1.09,1,2,0,License,null,326,3,1125
17438123,Condo , Studio , 2 beds , 1 bath,117882824,Steph,,West End,Vancouver ,49.28441,-123.12249,Entire home/apt,169,30,211,11/27/2023,2.59,1,16,4.84,License,N,52,30,90
17494290,Rental unit , 1 bedroom , 1 bed , 1 shared bath,63250086,Ethan,,Marpole,Vancouver ,49.20482,-123.13547,Private room,60,1,3,9/30/2022,0.2,1,0,4,Exempt,N,85,1,1125
17497419,Home , 2 bedrooms , 2 beds , 1 bath,7292335,Aaron,,Fairview,Vancouver ,49.27045,-123.14534,Entire home/apt,278,1,318,11/24/2023,3.94,1,67,4.95,License,N,193,1.601036269,730
17517890,Home , 2 bedrooms , 2 beds , 1 bath,20769453,Julien,,Kensington-Cedar Cottage,Vancouver ,49.25282,-123.08034,Entire home/apt,120,3,27,8/2/2022,0.33,1,0,4.74,License,N,352,3,1125
17546167,Rental unit , 2 bedrooms , 2 beds , 1.5 baths,116599166,Jamie,,Sunset,Vancouver ,49.21622,-123.10308,Entire home/apt,150,31,6,8/9/2018,0.09,1,0,4.33,Unlicense,N,277,31,31
17580870,Guest suite , 2 bedrooms , 4 beds , 1 bath,119418806,Ryan,,Kensington-Cedar Cottage,Vancouver ,49.25504,-123.08632,Entire home/apt,186,3,106,11/21/2023,1.34,1,29,4.92,License,N,200,3,1125
17611127,Home , 3 bedrooms , 3 beds , 2 baths,117671909,Simon,,Kitsilano,Vancouver ,49.26678,-123.18156,Entire home/apt,500,30,49,8/31/2023,0.6,2,2,4.8,License,N,323,77.83281734,1124
17640274,Home , 2 bedrooms , 2 beds , 1 bath,25922356,Binia,,Marpole,Vancouver ,49.21398,-123.13225,Entire home/apt,120,3,34,10/12/2019,0.43,1,0,4.79,License,N,365,3,1125
17649877,Rental unit , 2 bedrooms , 2 beds , 2 baths,48821353,Cameron,,Downtown,Vancouver ,49.28979,-123.12419,Entire home/apt,668,31,0,null,0,1,0,0,Unlicense,null,6,31,31
17655199,Home , 1 bedroom , 1 bed , 1 bath,1113348,Colin &  Iris,,Downtown Eastside,Vancouver ,49.27925565,-123.0880572,Entire home/apt,91,2,217,12/3/2023,2.69,1,40,4.96,License,N,189,2.952380952,1125
17683724,Condo , 1 bedroom , 1 bed , 1 bath,12399675,Lindsey,,Fairview,Vancouver ,49.26567,-123.1211,Entire home/apt,229,3,62,11/24/2023,0.82,1,16,4.81,License,N,224,3,1125
17703644,Condo , 1 bedroom , 1 bed , 1 bath,3627533,Kody,,Mount Pleasant,Vancouver ,49.25744,-123.10509,Entire home/apt,149,4,250,11/27/2023,3.06,1,53,4.64,License,N,65,4,1125
17714487,Condo , 2 bedrooms , 2 beds , 2 baths,4292086,Anne,,West End,Vancouver ,49.28716,-123.12709,Entire home/apt,160,30,62,10/22/2023,0.76,13,4,4.97,License,N,38,71.05263158,365
17733636,Condo , 1 bedroom , 1 bed , 1 bath,120563931,B.F.,,Downtown,Vancouver ,49.27951,-123.11818,Entire home/apt,110,30,50,10/9/2023,0.62,1,3,4.92,Unlicense,N,195,30,1125
17734782,Guesthouse , 1 bedroom , 2 beds , 1 bath,120948353,Star,,Hastings-Sunrise,Vancouver ,49.29021,-123.05265,Entire home/apt,117,2,203,12/6/2023,2.48,1,37,4.97,License,N,217,2,1125
17738026,Home , 2 bedrooms , 3 beds , 2 baths,82002904,Allan,,Kensington-Cedar Cottage,Vancouver ,49.23522,-123.07804,Entire home/apt,140,30,37,8/7/2023,0.48,1,3,5,Exempt,N,214,30,1125
17767948,Guest suite , 2 bedrooms , 2 beds , 1 bath,121285166,Nico,,Kensington-Cedar Cottage,Vancouver ,49.23711,-123.07616,Entire home/apt,135,30,38,8/17/2023,0.49,1,4,4.84,Exempt,N,198,30,1125
17799980,Rental unit , 2 bedrooms , 2 beds , 1 bath,37722764,Jason,,Grandview-Woodland,Vancouver ,49.27295,-123.07359,Entire home/apt,0,3,40,9/27/2021,0.49,1,0,4.78,License,N,365,3,1125
17849718,Rental unit , 1 bedroom , 1 bed , 1 bath,83325096,George,,Downtown,Vancouver ,49.27486,-123.11602,Entire home/apt,0,30,31,8/31/2023,0.39,1,1,4.87,Unlicense,N,365,30,365
17878232,Condo , 1 bedroom , 1 bed , 1 bath,74865763,Breanne,,Downtown,Vancouver ,49.28729248,-123.1238861,Entire home/apt,429,1,232,10/24/2023,2.84,3,40,4.8,License,N,15,1.266666667,1125
17891295,Rental unit , 1 bedroom , 1 bed , 1 bath,216064775,Pallavi,,West End,Vancouver ,49.28249,-123.1243,Entire home/apt,150,30,48,10/7/2023,0.61,1,6,4.94,Unlicense,N,119,30,180
17906967,Rental unit , 1 bedroom , 1 bed , 1 bath,40245152,Roman,,Mount Pleasant,Vancouver ,49.26681,-123.09716,Entire home/apt,147,2,304,12/8/2023,3.77,1,57,4.94,License,N,300,1.99,1125
17911210,Condo , 1 bedroom , 1 bed , 1 private bath,1522256,Natalia,,Downtown,Vancouver ,49.28455,-123.10707,Private room,136,1,74,8/13/2023,0.92,2,13,4.96,License,N,364,1,30
17964143,Home , 3 bedrooms , 2 beds , 2 baths,123356256,Morgan,,Hastings-Sunrise,Vancouver ,49.26359,-123.03654,Entire home/apt,0,2,3,8/17/2018,0.04,1,0,5,License,N,365,2,14
17980077,Rental unit , 1 bedroom , 1 bed , 1 bath,6510867,Sarah Thomas,,Strathcona,Vancouver ,49.26917,-123.09949,Entire home/apt,135,30,10,10/5/2022,0.53,1,0,4.9,License,N,150,30,1125
17994715,Condo , Studio , 1 bed , 1 bath,23977001,Emma,,Downtown,Vancouver ,49.27704,-123.12395,Entire home/apt,145,30,23,11/5/2023,0.29,12,6,4.96,Unlicense,N,41,30,1120
18034711,Rental unit , 1 bedroom , 1 bed , 1 shared bath,124052402,Marta,,West End,Vancouver ,49.28709,-123.13615,Private room,0,2,27,7/28/2019,0.34,1,0,4.78,License,N,365,2,30
18040461,Rental unit , Studio , 2 beds , 1 bath,96705185,Polina,,Downtown,Vancouver ,49.28029,-123.12526,Entire home/apt,0,30,90,9/1/2018,1.11,2,0,4.61,Unlicense,N,365,30,1125
18058854,Guest suite , 1 bedroom , 2 beds , 1 bath,12956571,Michael,,Hastings-Sunrise,Vancouver ,49.2688,-123.05555,Entire home/apt,118,4,149,12/4/2023,1.84,1,20,4.91,License,N,35,4,60
18062481,Home , 1 bedroom , 1 bed , 1 bath,5240733,Margaret,,Kitsilano,Vancouver ,49.2662,-123.17177,Entire home/apt,150,28,6,7/29/2021,0.1,1,0,3,License,N,282,28,1125
18063805,Home , 1 bedroom , 1 bed , 1.5 baths,28946580,Wen,,Marpole,Vancouver ,49.2118,-123.11181,Private room,61,1,117,11/26/2023,1.78,2,26,4.76,License,N,280,1,1125
18076938,Home , 2 bedrooms , 3 beds , 2 baths,23038499,Shant,,Mount Pleasant,Vancouver ,49.264301,-123.08522,Entire home/apt,288,90,96,1/28/2023,1.21,1,1,4.91,License,N,27,90,1125
18089401,Condo , Studio , 1 bed , 1 bath,179396,Lili,,West End,Vancouver ,49.27929,-123.13063,Entire home/apt,158,30,54,10/1/2023,0.68,2,6,4.87,License,N,334,30,1125
18141945,Home , 1 bedroom , 1 bed , 2 shared baths,93829739,Matthew,,Kerrisdale,Vancouver ,49.23166,-123.14237,Private room,115,30,42,9/1/2022,0.52,1,0,4.86,Unlicense,N,19,30,90
18152388,Home , 1 bedroom , 1 bed , 1 private bath,117119918,Kitty,,Kensington-Cedar Cottage,Vancouver ,49.2394,-123.08998,Private room,53,30,7,4/30/2022,0.1,2,0,4.57,Unlicense,N,31,30,1125
18273285,Home , 3 bedrooms , 3 beds , 1 bath,81542039,Beth,,Kitsilano,Vancouver ,49.26504,-123.18525,Entire home/apt,314,3,48,11/26/2023,0.73,1,17,5,License,N,261,3,30
18339479,Home , 3 bedrooms , 3 beds , 2 baths,6093659,Ari,,Grandview-Woodland,Vancouver ,49.26419,-123.07647,Entire home/apt,260,1,70,8/6/2023,0.87,1,16,4.77,License,N,354,1,30
18344347,Home , 1 bedroom , 1 bed , 1 shared bath,126456251,Terri,,Riley Park,Vancouver ,49.23822,-123.10175,Private room,42,30,21,10/2/2022,0.26,6,0,4.95,License,N,314,30,1125
18357164,Guest suite , 1 bedroom , 1 bed , 1 bath,17965624,Scott,,Hastings-Sunrise,Vancouver ,49.26563,-123.04365,Entire home/apt,78,2,204,12/8/2023,3.1,1,42,4.96,License,N,112,2,27
18359361,Home , 1 bedroom , 1 bed , 1 shared bath,110997032,Emma,,Grandview-Woodland,Vancouver ,49.27289,-123.07405,Private room,0,3,85,11/18/2020,1.06,1,0,4.82,License,N,365,2.712328767,1125
18397672,Guest suite , 2 bedrooms , 3 beds , 1 bath,108760439,Victoria,,Riley Park,Vancouver ,49.25354,-123.09635,Entire home/apt,75,30,71,9/5/2023,0.88,2,5,4.92,License,N,308,30,1125
18416795,Condo , 2 bedrooms , 1 bed , 1 bath,87766042,Jay,,Downtown,Vancouver ,49.27953,-123.12046,Entire home/apt,0,30,34,9/5/2018,0.42,1,0,4.85,Exempt,N,365,30,120
18424386,Guest suite , Studio , 2 beds , 1 bath,21665633,Shawna,,Mount Pleasant,Vancouver ,49.26725,-123.11024,Entire home/apt,458,1,161,10/14/2020,2.02,1,0,4.87,License,N,174,1.591954023,1125
18451694,Home , 1 bedroom , 1 bed , 1 bath,127930252,June,,Kitsilano,Vancouver ,49.26308,-123.17923,Entire home/apt,0,30,47,9/2/2018,0.59,1,0,4.57,Unlicense,N,365,30,1125
18465230,Condo , 2 bedrooms , 2 beds , 2 baths,11733341,Penelope,,Downtown Eastside,Vancouver ,49.2772,-123.102,Entire home/apt,150,5,2,10/30/2023,0.94,1,2,0,License,null,346,7.398843931,1125
18487637,Home , 3 bedrooms , 3 beds , 2 baths,34776663,Tom & Veronica,,West Point Grey,Vancouver ,49.27381,-123.20692,Entire home/apt,500,2,189,11/23/2023,2.39,2,31,4.96,License,N,74,2,90
18503614,Guest suite , 1 bedroom , 1 bed , 1 bath,918437,Annamaria,,Kitsilano,Vancouver ,49.26252,-123.18165,Entire home/apt,99,1,335,12/2/2023,4.17,1,40,4.94,License,N,358,1,1125
18504108,Condo , 1 bedroom , 1 bed , 1 bath,23977001,Emma,,Downtown,Vancouver ,49.27665,-123.1208,Entire home/apt,130,30,8,10/31/2019,0.1,12,0,5,Exempt,N,261,30,1125
18508187,Home , 1 bedroom , 1 bed , 1 private bath,19845741,Peiyan,,Victoria-Fraserview,Vancouver ,49.232,-123.05679,Private room,70,2,100,11/1/2023,1.24,1,24,4.9,License,N,256,2,28
18523194,Rental unit , 1 bedroom , 1 bed , 1 bath,23124312,Selenia,,Downtown Eastside,Vancouver ,49.28312,-123.10727,Entire home/apt,130,30,15,8/25/2017,0.19,1,0,4.8,Unlicense,N,2,30,120
18523514,Home , 1 bedroom , 3 beds , 1 private bath,20535222,Katy,,Kensington-Cedar Cottage,Vancouver ,49.24952,-123.07457,Private room,87,2,143,10/23/2023,1.79,2,26,4.69,License,N,292,2,1125
18525552,Rental unit , 1 bedroom , 2 beds , 1 bath,128600667,Aurora,,Downtown,Vancouver ,49.28138,-123.11857,Entire home/apt,89,30,22,9/15/2023,0.27,1,2,4.91,License,N,365,30,1125
18527181,Rental unit , 3 bedrooms , 3 beds , 2 baths,128619726,Amish,,Downtown,Vancouver ,49.28161,-123.11777,Entire home/apt,265,30,12,9/7/2023,0.15,1,2,5,Unlicense,N,31,30,1125
18551005,Guest suite , 1 bedroom , 1 bed , 1 bath,6050758,Tyson & Chrystal,,Grandview-Woodland,Vancouver ,49.26922,-123.06617,Entire home/apt,77,30,40,11/1/2023,0.5,4,6,4.78,License,N,279,30,1125
18581544,Condo , 3 bedrooms , 3 beds , 2 baths,2949659,Klay,,Downtown,Vancouver ,49.2793,-123.10922,Entire home/apt,325,2,449,11/29/2023,5.58,1,63,4.94,License,N,225,2,1125
18328785,Condo , 2 bedrooms , 2 beds , 2.5 shared baths,120651321,Cheri,,Downtown,Vancouver ,49.28035,-123.12505,Private room,100,31,7,11/30/2022,0.13,2,0,4.71,Unlicense,N,0,0,0
18617790,Guest suite , 2 bedrooms , 3 beds , 1 bath,129334385,Peter,,Arbutus Ridge,Vancouver ,49.23802,-123.16885,Entire home/apt,128,2,278,11/15/2023,3.46,2,47,4.89,License,N,107,3.074766355,1125
18638495,Condo , 2 bedrooms , 1 bed , 1 bath,49117689,Kimbo,,Kitsilano,Vancouver ,49.27324,-123.15193,Entire home/apt,0,6,6,6/9/2019,0.08,1,0,5,License,N,365,6,8
18638835,Condo , 2 bedrooms , 2 beds , 1 bath,9219014,Sarah,,Downtown,Vancouver ,49.27878,-123.10797,Entire home/apt,0,1,54,12/31/2017,0.67,1,0,4.76,License,N,365,1,2
18650443,Guest suite , 3 bedrooms , 4 beds , 1.5 baths,5233549,Joyce,,Riley Park,Vancouver ,49.23581,-123.10871,Entire home/apt,0,1,3,8/24/2017,0.04,4,0,4.33,License,N,365,1,1125
18657916,Home , 2 bedrooms , 2 beds , 1 bath,23441743,Tina,,South Cambie,Vancouver ,49.25546,-123.12465,Entire home/apt,375,3,53,9/4/2023,0.68,1,10,4.89,License,N,5,3,30
18688810,Condo , 1 bedroom , 1 bed , 1 bath,45334693,Marcus,,South Cambie,Vancouver ,49.25333,-123.12648,Entire home/apt,0,90,64,12/28/2019,0.92,1,0,4.91,License,N,365,90,1125
18707775,Townhouse , 1 bedroom , 1 bed , 1 shared bath,31552430,Sandrine,,Kensington-Cedar Cottage,Vancouver ,49.24195,-123.0891,Private room,67,30,9,10/19/2019,0.11,1,0,4.89,Unlicense,N,31,30,120
18733868,Home , 1 bedroom , 1 bed , 1 shared bath,126456251,Terri,,Riley Park,Vancouver ,49.24025,-123.1009,Private room,0,30,17,7/1/2023,0.22,6,3,4.94,License,N,365,30,1125
18735027,Home , 1 bedroom , 2 beds , 1 bath,61804583,Keith,,Shaughnessy,Vancouver ,49.23911,-123.1482,Entire home/apt,88,30,36,11/3/2023,0.45,3,4,4.92,Unlicense,N,91,30,1125
18736292,Guest suite , 1 bedroom , 1 bed , 1 bath,72757706,Tara,,Riley Park,Vancouver ,49.23359,-123.09929,Entire home/apt,126,5,110,10/18/2023,1.4,1,19,4.91,License,N,136,5,1125
18769488,Condo , 1 bedroom , 2 beds , 1 bath,130607545,Luke,,Mount Pleasant,Vancouver ,49.26847,-123.10601,Entire home/apt,0,30,27,3/31/2021,0.34,1,0,4.96,Unlicense,N,365,30,1124
18773655,Home , 1 bedroom , 2 beds , 1 bath,41010403,Jimin & Rosemary,,Marpole,Vancouver ,49.21718,-123.10661,Entire home/apt,101,30,139,9/25/2023,1.76,2,25,4.69,License,N,91,30,365
18795540,Rental unit , 1 bedroom , 1 bed , 1.5 baths,130833480,Priscilla,,Kitsilano,Vancouver ,49.25881,-123.14922,Entire home/apt,200,2,62,8/28/2023,0.78,5,10,4.63,License,N,86,2,1125
18809180,Condo , 1 bedroom , 4 beds , 1 bath,74643785,Mohammad,,Downtown,Vancouver ,49.27907,-123.10671,Entire home/apt,130,17,41,9/30/2023,0.52,1,6,4.8,License,N,293,17,1125
18812413,Home , 2 bedrooms , 2 beds , 1 bath,130833480,Priscilla,,Kitsilano,Vancouver ,49.25767,-123.1491,Entire home/apt,256,30,61,8/11/2023,0.77,5,8,4.64,License,N,140,30,1125
18829637,Rental unit , 2 bedrooms , 2 beds , 1 bath,130833480,Priscilla,,Shaughnessy,Vancouver ,49.25712,-123.14907,Entire home/apt,249,30,67,8/29/2023,0.85,5,8,4.72,License,N,185,30,1125
18842500,Guesthouse , 2 bedrooms , 3 beds , 1.5 baths,117988626,Autumn,,Kitsilano,Vancouver ,49.26396801,-123.1600279,Entire home/apt,0,1,46,5/28/2023,0.58,1,20,4.83,License,N,365,1,1125
18858999,Home , 2 bedrooms , 2 beds , 1.5 baths,23810466,Claudette,,Grandview-Woodland,Vancouver ,49.27196,-123.06405,Entire home/apt,0,14,11,7/27/2019,0.14,1,0,5,License,N,365,14,31
18878134,Guest suite , 2 bedrooms , 2 beds , 1 bath,129193683,Kelvin,,Kensington-Cedar Cottage,Vancouver ,49.23914,-123.06458,Entire home/apt,103,2,138,12/3/2023,1.74,1,20,4.7,License,N,253,2,1125
18879201,Rental unit , 1 bedroom , 1 bed , 1 bath,131559576,Yuanzhe,,Downtown,Vancouver ,49.27767,-123.12908,Entire home/apt,146,30,102,8/31/2023,1.31,1,2,4.76,License,N,30,30,1125
18894921,Condo , 1 bedroom , 1 bed , 2 baths,2017964,Larissa,,Downtown Eastside,Vancouver ,49.27837,-123.09956,Entire home/apt,154,30,12,9/16/2023,0.18,1,2,5,Unlicense,N,278,30,60
18897481,Rental unit , 1 bedroom , 2 beds , 1 bath,90368928,James,,Fairview,Vancouver ,49.25836,-123.12625,Entire home/apt,88,30,58,11/11/2023,0.73,1,6,4.91,Unlicense,N,237,30,1125
18913359,Boat , 1 bedroom , 1 bed , 1 private bath,25434413,Graham,,West End,Vancouver ,49.28823,-123.14223,Private room,350,3,88,9/26/2023,1.12,1,15,4.97,Exempt,N,233,3,14
18913604,Home , 2 bedrooms , 2 beds , 1 bath,1094761,Mona,,Hastings-Sunrise,Vancouver ,49.26639271,-123.049891,Entire home/apt,128,30,35,11/17/2023,0.45,2,3,4.83,License,N,234,30,365
18917744,Home , 3 bedrooms , 6 beds , 3 baths,29412479,Siv Executive Properties,,Grandview-Woodland,Vancouver ,49.27738,-123.07444,Entire home/apt,193,30,5,10/31/2023,0.07,7,1,5,Unlicense,N,1,30,1125
18933939,Home , 3 bedrooms , 3 beds , 6 baths,121590243,Lisa,,Sunset,Vancouver ,49.22838,-123.10111,Entire home/apt,950,6,7,8/4/2022,0.09,1,0,5,License,N,192,6,30
18935250,Rental unit , 2 bedrooms , 1 bed , 1 bath,131983294,Chris,,West End,Vancouver ,49.27896,-123.13227,Entire home/apt,0,2,19,11/27/2017,0.24,1,0,4.95,License,N,365,2,1125
18946167,Condo , 1 bedroom , 1 bed , 1 bath,15973247,Richard,,Kitsilano,Vancouver ,49.26574,-123.14893,Entire home/apt,215,30,7,8/19/2023,0.13,1,2,5,Unlicense,N,192,30,95
18972366,Guest suite , 1 bedroom , 2 beds , 1 bath,132330828,Bernadett,,Kensington-Cedar Cottage,Vancouver ,49.24532,-123.07588,Entire home/apt,161,2,90,9/24/2023,1.14,1,10,4.68,License,N,300,2,30
18980403,Guest suite , 1 bedroom , 1 bed , 1 bath,1886797,Carrol,,Kensington-Cedar Cottage,Vancouver ,49.23924,-123.08398,Entire home/apt,70,30,38,10/31/2023,0.48,1,4,4.87,License,N,49,30,1125
18980880,Condo , 1 bedroom , 4 beds , 1 bath,132409201,Toren,,Downtown,Vancouver ,49.27868,-123.10592,Entire home/apt,343,1,64,11/26/2023,5.3,1,64,4.86,License,N,22,1,1125
18993540,Guest suite , 2 bedrooms , 4 beds , 1 bath,1644397,Colby,,Riley Park,Vancouver ,49.25343,-123.10752,Entire home/apt,166,2,307,11/25/2023,4.01,1,67,4.9,License,N,198,1.863636364,30
19000807,Rental unit , 3 bedrooms , 3 beds , 1 bath,130833480,Priscilla,,Shaughnessy,Vancouver ,49.25703,-123.15105,Entire home/apt,395,30,71,9/1/2023,0.9,5,11,4.82,License,N,140,30,1125
19014703,Home , 2 bedrooms , 3 beds , 1 bath,10236964,Kas,,Kitsilano,Vancouver ,49.26694,-123.16971,Entire home/apt,0,5,9,9/2/2019,0.12,1,0,4.78,License,N,365,5,1125
19019070,Guest suite , 1 bedroom , 2 beds , 1 bath,9507265,Zoe,,Riley Park,Vancouver ,49.25237,-123.09729,Entire home/apt,106,2,273,10/8/2023,3.44,1,38,4.89,License,N,197,2.050761421,1125
19022941,Home , 2 bedrooms , 2 beds , 1 bath,130833480,Priscilla,,Kitsilano,Vancouver ,49.2592,-123.1497,Entire home/apt,250,30,57,6/16/2023,0.72,5,1,4.51,Unlicense,N,241,30,1124
19035665,Guest suite , 2 bedrooms , 2 beds , 1.5 baths,114414731,Lynn,,Riley Park,Vancouver ,49.2555,-123.09562,Entire home/apt,100,31,27,3/28/2022,0.34,1,0,4.78,Unlicense,N,310,31,180
19050386,Rental unit , 1 bedroom , 1 bed , 1 private bath,15589948,Humam,,Downtown,Vancouver ,49.27737,-123.13023,Private room,0,7,3,1/30/2019,0.04,2,0,5,License,N,365,7,1125
19055891,Guest suite , 1 bedroom , 1 bed , 1 bath,92576846,Chris,,Kitsilano,Vancouver ,49.26082,-123.16845,Entire home/apt,158,2,275,11/5/2023,3.48,2,26,4.65,License,N,176,2,200
19057656,Condo , 3 bedrooms , 4 beds , 2 baths,103617576,Sara,,Downtown,Vancouver ,49.27904,-123.10775,Entire home/apt,385,1,108,11/26/2023,1.38,1,38,4.87,License,N,9,1.444444444,1125
19070991,Condo , 1 bedroom , 1 bed , 1 bath,9037016,Suraiya,,Grandview-Woodland,Vancouver ,49.27188,-123.07267,Entire home/apt,225,3,11,6/27/2019,0.15,1,0,4.91,License,N,365,3,7
19071363,Condo , 2 bedrooms , 2 beds , 2 baths,5479318,Benny,,Downtown,Vancouver ,49.27766,-123.1096,Entire home/apt,500,2,106,11/27/2023,1.35,1,19,4.86,License,N,297,2,30
19073601,Rental unit , 1 bedroom , 1 bed , 1 shared bath,133164169,Xerxes,,Downtown,Vancouver ,49.28631,-123.12253,Shared room,100,30,33,8/12/2017,0.42,1,0,4.82,Unlicense,N,186,30,1125
19084844,Guest suite , 1 bedroom , 1 bed , 1 private bath,40840488,Maret,,Hastings-Sunrise,Vancouver ,49.28627,-123.04713,Private room,0,7,125,8/5/2023,1.61,1,6,4.88,License,N,365,7,31
19085886,Rental unit , 1 bedroom , 1 bed , 1 bath,51620742,Ryan,,Fairview,Vancouver ,49.2664,-123.13748,Entire home/apt,0,1,33,9/23/2019,0.42,1,0,4.42,License,N,365,1.857534247,1125
19094811,Condo , 3 bedrooms , 3 beds , 2 baths,47707132,Shawn,,Downtown,Vancouver ,49.273529,-123.125443,Entire home/apt,334,30,1,6/14/2023,0.16,1,1,0,Unlicense,null,232,30,210
